lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
92;ewerk Sachsenwald GmbH;Am Sportplatz;5;;22885;Barsbüttel;Schleswig-Holstein;Kreis Stormarn;53.562119;10.208284;2021-08-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D030107034200040b98b715f342e3f779ca6c4e5f6443c0b93c74d7664f030e3132a6eb285dd693005a1064a57ea1607ef485793d4e8d131948a196c5f71f50901d31bee8496fb0;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D03010703420004043c59dfe8aed53c3636d6c86dc9ee2aebc9039ee0c8bd91a3b243eede86c53530b0f014809f31c75f1a1715764c6b16087c368bbae40bb48c62e7ad94ec2ec6;;;;;;
93;Vereinigte Stadtwerke GmbH;Oldesloer Straße;1;;23919;Berkenthin;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.734064;10.643445;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
94;RMP GmbH;Hauptstrasse;40;;25335;Bokholt-Hanredder;Schleswig-Holstein;Kreis Pinneberg;53.787695;9.730502;2020-11-12;11;Normalladeeinrichtung;1;AC Kupplung Typ 2;11;;;;;;;;;;
95;E.ON Drive GmbH;Twiete;9;;24598;Boostedt;Schleswig-Holstein;Kreis Segeberg;54.0075;10.025113;2021-10-27;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
96;GP JOULE Connect GmbH;Dorfstr.;12;;25852;Bordelum;Schleswig-Holstein;Kreis Nordfriesland;54.631729;8.938346;2018-05-17;88;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0485 621A 7949 D16D 7452 36BE AE4F 09B9 9BE7 E10F E49C AB39 98A9 0D71 6F3F F882 377C 8581 D7E7 3ECE 9133 FA7B D12E 37F5 958C 2C7A 9F0E 24A1 EC7A 5B0D 3DF7 0AF3 71;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 045A 3F2A 58C2 FD2E 68D3 A48F AB0F A6C7 B210 EABB 3F70 AA4E 5988 D162 E9A1 3793 13E0 1F37 D786 BF48 7824 6C0A 527E E3E3 B61F 861D 4DB4 5D96 DA38 38A4 F71C 9054 52;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0438 C945 F86C B056 2966 0E47 DCFB 3B85 B5F1 D3D7 D2DB D6B5 55D6 2C12 0B32 C237 787F AB47 3DF8 1FB6 F5AE DF7A 2C77 A3EB 5D54 AC00 60C3 B987 52D8 5AF4 B9F2 4862 8C;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0496 4921 DAB1 4EAD 7F98 3BC7 DA08 966B 69B5 4097 7D48 24E2 68AB DB43 ABC3 4C5E 60BF 144F 2666 1B6C 3A70 2E82 4487 A207 F4BF 70F8 DD3D A184 8871 AD03 C10C A650 9D
97;GP JOULE Connect GmbH;An der Schule;2;;25852;Bordelum;Schleswig-Holstein;Kreis Nordfriesland;54.637596;8.92077;2018-02-07;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;AKJa5644GQ3D6DTY5NAX5FMG54V2OCWEHCPKCLSA;AC Steckdose Typ 2;22;AOLAGTTUDL4CJUM3CKAFBM5TJE6Y77CCDA3J6YP5;;;;;;
98;Versorgungsbetriebe Bordesholm GmbH;Alte Landstr.;999;;24582;Bordesholm;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.179078;10.017154;2018-05-17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
99;Versorgungsbetriebe Bordesholm GmbH;Mühlenstraße;3;;24582;Bordesholm;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.174045;10.042201;2018-07-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
100;Versorgungsbetriebe Bordesholm GmbH;Lüttenheisch;4;;24582;Bordesholm;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.17249;10.036382;2018-09-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
101;Versorgungsbetriebe Bordesholm GmbH;Langenheisch;27-29;;24582;Bordesholm;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.1711341;10.031978;2018-10-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
102;Versorgungsbetriebe Bordesholm GmbH;Bahnhofstr.;66;;24582;Bordesholm;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.173017;10.036799;2020-02-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
103;HanseWerk Charging Station;Borgstedtfelde;15;;24794;Borgstedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.34734;9.69123;2017-02-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
104;E.ON Drive GmbH;Silgen Bargen;41;;24619;Bornhöved;Schleswig-Holstein;Kreis Segeberg;54.060854;10.229048;2020-11-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
105;Stadtwerke Eutin GmbH;Hauptstraße;2a;;23715;Bosau/Hutzfeld;Schleswig-Holstein;Kreis Ostholstein;54.090144;10.48643;2018-10-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
106;Stadtwerke Eutin GmbH;Bischof-Vicelin-Damm;0;;23715;Bosau/Hutzfeld;Schleswig-Holstein;Kreis Ostholstein;54.105376;10.427903;2021-02-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
107;Stadtwerke Nordfriesland GmbH;Hauptstraße;14;;25899;Bosbüll;Schleswig-Holstein;Kreis Nordfriesland;54.822384;8.860739;2020-05-04;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
108;Stadtwerke Nordfriesland GmbH;Hauptstraße;14;;25899;Bosbüll;Schleswig-Holstein;Kreis Nordfriesland;54.822384;8.860739;2020-05-04;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
109;GP JOULE Connect GmbH;Lornsenstraße;13;;25821;Bredstedt;Schleswig-Holstein;Kreis Nordfriesland;54.620686;8.971005;2021-01-29;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
110;GP JOULE Connect GmbH;Lornsenstraße;13;;25821;Bredstedt;Schleswig-Holstein;Kreis Nordfriesland;54.620686;8.971005;2021-01-29;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
111;ecodots GmbH;Rosenburger Weg;38;;25821;Bredstedt;Schleswig-Holstein;Kreis Nordfriesland;54.62330835;8.980716492;2021-11-10;22;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
112;Stadtwerke Nordfriesland GmbH;Markt;19;;25821;Bredstedt;Schleswig-Holstein;Kreis Nordfriesland;54.618079;8.964022;2014-04-16;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;11;;;;;;;
113;Kedics;Bokwisch;10;;24797;Breiholz;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.21441087;9.535333095;2021-07-28;22;Normalladeeinrichtung;4;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;
114;Kedics;Bokwisch;10;;24797;Breiholz;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.21441087;9.535333095;2021-07-28;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
115;EnKL GmbH;Gut Osterholz;1;Schlosshotel Breitenburg;25524;Breitenburg;Schleswig-Holstein;Kreis Steinburg;53.9011;9.56094;2022-03-21;88;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
116;E.ON Drive GmbH;Husumer Straße;10;;25821;Breklum;Schleswig-Holstein;Kreis Nordfriesland;54.600646;8.985784;2018-05-17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
117;Hans Carstens GmbH;Husumer Str.;50;;25821;Breklum;Schleswig-Holstein;Kreis Nordfriesland;54.608093;8.980671;2021-01-19;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
118;E.ON Drive GmbH;Brokenlande Ost;0;;24623;Brokenlande;Schleswig-Holstein;Kreis Segeberg;54.01338;9.933177;2017-07-31;250;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Kupplung Typ 2;42;;;;;;;
119;E.ON Drive GmbH;Dörnbek;3;;24616;Brokstedt;Schleswig-Holstein;Kreis Steinburg;53.989641;9.296181;2021-08-26;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
120;EnBW mobility+ AG und Co.KG;Emil-von-Behring-Str.;3;;22541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.90075;9.12262;2021-03-10;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
121;Eskildsen GmbH & CO KG;Eddelaker Str.;131;Kundenparkplatz;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.90908;9.142234;2022-05-20;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
122;Stadtwerke Brunsbüttel GmbH;Koogstraße;61;;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.896652;9.13945;2019-01-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
123;Stadtwerke Brunsbüttel GmbH;Gustav Meyer Platz;0;Vor dem Tourismus Büro Brunsbüttel;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.90871732;9.138646302;2018-08-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
124;Stadtwerke Brunsbüttel GmbH;Kaufhausstraße;1;Edeka Frauen Kundenparkplatz;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.89966567;9.126401539;2018-10-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
125;Stadtwerke Brunsbüttel GmbH;Eddelaker Straße;123 d;;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.90656743;9.138990727;2015-06-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
126;Stadtwerke Brunsbüttel GmbH;Delbrückstraße;2;Krankenhaus Brunsbüttel;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.90017736;9.146241571;2016-12-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
127;Stadtwerke Brunsbüttel GmbH;Von Humboldt Platz;9;Bauamt Brunsbüttel;25541;Brunsbüttel;Schleswig-Holstein;Kreis Dithmarschen;53.89784302;9.121495474;2016-09-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
128;E.ON Drive GmbH;Lauenburger Strasse;33;;21514;Büchen;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.47449;10.62269;2017-12-11;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
129;E.ON Drive GmbH;Lauenburger Strasse;33;;21514;Büchen;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.47449;10.62269;2017-12-11;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
130;Comfortcharge GmbH;Lindenweg;2a;;21514;Büchen;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.47521;10.62007;2020-02-03;100;Schnellladeeinrichtung;3;DC Kupplung Combo, DC CHAdeMO;100;;AC Steckdose Typ 2;22;;AC Kupplung Typ 2;22;;;;
131;Flow Carsharing GmbH;Hollerstraße;130;Hotel Heidehof;24782;Büdelsdorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.324709;9.69508;2021-05-03;88;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
132;Stadtwerke Rendsburg GmbH;Am Markt;2;;24782;Büdelsdorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.316272;9.671611;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
133;Lidl Dienstleistung GmbH & Co. KG;Hollerstr.;0;Hollerstr./ Ecke Konrad Adenauer-Str.;24782;Büdelsdorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.322697;6.91795;2019-04-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;B2E2DAA7F0A513FC270544062541058F6119853C445884D522DAA479D3A3D12107F547BE3611C2D8341DFBD5F5207DF3;AC Steckdose Typ 2;22;7D605D1E4301493679B81E73CCA25269ECB43C1848FC68EAAF7CDE4A40D0E5D24D2009C089F8C5A79C36A7D8289C40F4;;;;;;
134;EWE Go GmbH;Am Ahlmannkai;1a;;24782;Büdelsdorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.30933213;9.664074183;2022-03-14;300;Schnellladeeinrichtung;2;DC Kupplung Combo;300;;DC Kupplung Combo;300;;;;;;;
135;E.ON Drive GmbH;Holzmarkt;1a;;25712;Burg;Schleswig-Holstein;Kreis Dithmarschen;53.99795;9.26293;2019-07-04;33;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;22;;;;;;;
136;CLEVER A/S;Mummendorfer Weg;7;;23769;Burg auf Fehmarn;Schleswig-Holstein;Kreis Ostholstein;54.443061;11.178431;2015-12-22;86;Schnellladeeinrichtung;3;AC Kupplung Typ 2;43;;DC Kupplung Combo;50;;DC CHAdeMO;50;;;;
137;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
138;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
139;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
140;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
141;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
142;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
143;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
144;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
145;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
146;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
147;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
148;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
149;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
150;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;;;;;;;;;
151;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
152;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
153;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
154;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
155;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
156;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
157;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
158;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
159;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
160;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
161;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
162;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
163;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
164;Tesla Germany GmbH;Wittgenstein;9;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.477799;9.544758;2022-06-16;250;Schnellladeeinrichtung;1;DC Kupplung Combo;250;;;;;;;;;;
165;GP JOULE Connect GmbH;Schulstrasse;1;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.49257;9.553339;2020-07-29;150;Schnellladeeinrichtung;1;AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO;150;;;;;;;;;;
166;GP JOULE Connect GmbH;Tweebarg;34;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.487456;9.543281;2020-07-29;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;4 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4D25 88F1 21C7 802F 8F33 F165 097A C773 E1E2 8897 BEE0 E893 2BA2 63AF 1697 384C 13B8 580C FD71 2EAD 5459 0DD0 89F4 5072 CE01 926A 2CED BA4A D946 8EAF D678 B0A5 F;AC Steckdose Typ 2;22;4 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 43DE FA53 C2EC 897E 81CF EA95 CCAC E91C EBBD B697 0D01 E18D F039 2012 8A63 9861 0282 1EDE B517 8F26 C8A7 4F94 65FC CF04 D4CB 1751 966F 4720 F0D0 940F 5425 CC0B A;;;;;;
167;GP JOULE Connect GmbH;Schulstraße;1;;24866;Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.492415;9.553446;2020-07-31;150;Schnellladeeinrichtung;2;DC Kupplung Combo;75;;DC Kupplung Combo, DC CHAdeMO;75;;;;;;;
168;EnBW mobility+ AG und Co.KG;Hafentörn;2;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.137559;8.874535;2020-12-30;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
169;GP JOULE Connect GmbH;Am Bauhof;13;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.140303;8.877273;2021-06-18;300;Schnellladeeinrichtung;4;DC Kupplung Combo;75;;DC Kupplung Combo;75;;DC Kupplung Combo;75;;DC Kupplung Combo;75;
170;E.ON Drive GmbH;Neuenkoog;1;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.14137;8.84373;2018-03-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
171;E.ON Drive GmbH;Nordseestr.;0;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.133918;8.845005;2018-03-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
172;E.ON Drive GmbH;Heider Straße;4;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.1387;8.87345;2018-04-11;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
173;E.ON Drive GmbH;Fischereihafen;1;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.12947;8.86708;2018-04-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
174;E.ON Drive GmbH;Hohenzollerstraße;15;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.129217;8.855977;2018-04-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
175;E.ON Drive GmbH;Westerstraße;30;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.131845;8.85609;2020-08-31;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
176;E.ON Drive GmbH;Westerstraße;30;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.131897;8.856138;2020-08-31;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
177;Hotel Dorfkrug Büsum GmbH & Co. KG;Alte Dorfstraße;13;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.132206;8.859006;2021-05-01;120;Schnellladeeinrichtung;2;DC Kupplung Combo;120;;DC Kupplung Combo;120;;;;;;;
178;Hotel Dorfkrug Büsum GmbH & Co. KG;Alte Dorfstraße;4;;25761;Büsum;Schleswig-Holstein;Kreis Dithmarschen;54.131663;8.859033;2020-06-03;50;Schnellladeeinrichtung;1;AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO;50;;;;;;;;;;
179;Schleswig-Holsteinische Landesforsten AöR;Tannenhof;1;;24635;Daldorf;Schleswig-Holstein;Kreis Segeberg;54.024471;10.23922;2016-04-01;33;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;22;;;;;;;
180;Energiepark Schlei-Ostsee GmbH & Co KG;Hanseaticring;0;Congresscentrum;24351;Damp;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.584036;10.022873;2019-11-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
181;Aral Pulse;Grotwisch;2;;24589;Dätgen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.180057;9.94417;2021-09-02;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
182;Aral Pulse;Grotwisch;2;;24589;Dätgen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.180057;9.94417;2021-09-02;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
